,Factors,Key,RC_Sum: 21_43,RC: 21_43,RG: 21_43,SE: 21_43,CS: 21_43,RC_Sum: 8_43,RC: 8_43,RG: 8_43,SE: 8_43,CS: 8_43
0,AirTC_Avg,0,0.018210805688229043,66.6897358028647,0.35068681232320764,1.3749024102334737,0.9407489480112071,0.0,0.0,0.0,0.0,1.0000000000000002
1,VPD,1,0.02330327234018398,85.33884235081341,0.27105292677879333,1.3303943352706034,0.7934262507700066,0.0,0.0,0.0,0.0,1.0000000000000002
2,u*,2,0.19754005466449612,723.4108298994116,0.2539821691811085,2.755734511602195,0.3979858968030119,0.1961115081293388,732.9261773677993,0.30002321402231846,2.854861298042422,0.5386108632925494
3,wind_speed,3,0.20044584213851577,734.0521053190325,0.3083135947585106,3.0869830747659868,0.20044584213851577,0.17209643102439073,643.1747964844591,0.3552233517169952,2.4251101818134866,0.7107072943169401
4,air_pressure,4,0.023590119956224505,86.38930612803053,0.4282265380645791,1.3454543752555013,0.7701229784298226,0.0,0.0,0.0,0.0,1.0000000000000002
5,NR_Wm2_Avg,5,0.11142732756584459,408.0576754156829,0.44268890824168916,3.0328497841351374,0.5094132243688565,0.34249935516321056,1280.0204614466165,1.345401241754492,3.2275753719268696,0.34249935516321056
6,PPFD_Avg,6,0.016892760856527467,61.862927856672314,0.1391201501401762,1.229214511270691,0.9758168044764158,0.0,0.0,0.0,0.0,1.0000000000000002
7,Table_1,7,0.058061373000324455,212.6263764510999,0.23541855812072757,2.016819233911389,0.646193659281067,0.04453324043049173,166.4337701844355,0.1998746141170462,1.5212891219091635,0.9356724921880593
8,VWC_2,8,0.02124881010852419,77.81520249698114,0.1949136673472822,1.3288519302470905,0.8827067677290658,0.0,0.0,0.0,0.0,1.0000000000000002
9,VWC_1,9,0.018175095608681243,66.55896202979208,0.13953039521972338,1.32927797610328,0.9589240436198884,0.0,0.0,0.0,0.0,1.0000000000000002
10,Active_Layer_1,10,0.07871906191188602,288.2768358209611,0.14416207404186326,2.4228056576612933,0.5881322862807425,0.11785386051105723,440.45441441120914,0.42693215633432074,1.8251256892001608,0.8285611548279974
11,Temp_2_5_1,11,0.01928612326192119,70.62765300001868,0.22331815361976623,1.439025706635463,0.922538142322978,0.0,0.0,0.0,0.0,1.0000000000000002
12,Temp_5_1,12,0.013325797368165478,48.80036177750732,0.16140750671426457,1.1240306599645442,0.9891426018445814,0.0,0.0,0.0,0.0,1.0000000000000002
13,Temp_15_1,13,0.02834386822860407,103.79799313429707,0.2855875466018915,1.6361571775437187,0.7465328584735981,0.06257809692957002,233.87268705971377,0.8327002906550964,2.2618526562534322,0.8911392517575675
14,Temp_2_5_2,14,0.010857398155418828,39.76084457149611,0.12562132996196548,1.0769691899273561,1.0000000000000002,0.0,0.0,0.0,0.0,1.0000000000000002
15,Temp_5_2,15,0.02054525133199117,75.23870205367008,0.271683519333601,1.3217204380460603,0.9032520190610569,0.0,0.0,0.0,0.0,1.0000000000000002
16,Temp_15_2,16,0.02247574207691945,82.30834630517944,0.29945338728527227,1.530309306600006,0.8614579576205416,0.0,0.0,0.0,0.0,1.0000000000000002
17,Collapse,17,0.022812928808684546,83.543156804101,0.27246131344387925,1.4278553320681067,0.8162391795786912,0.0,0.0,0.0,0.0,1.0000000000000002
18,Polygon,18,0.04107146681849047,150.40769299579622,0.20500360870112977,2.4805245364864486,0.6872651260995575,0.02262785031335961,84.5669078292113,0.2916171306744218,1.547837331840864,1.0000000000000002
19,Rim,19,0.030923864145436544,113.24618828895964,0.12713369093835353,2.1728020012360494,0.718188990244994,0.04169965749858126,155.84384037180007,0.40981686185114086,1.9242612383303737,0.9773721496866405
20,Daytime,20,0.022743035964930887,83.28720243479732,0.03910670820623636,2.2095109952324443,0.8389822155436221,0.0,0.0,0.0,0.0,1.0000000000000002
